,productivity,utility,coverage,harmonic_mean
představitelé státu,0.2,0.1333,0.0009,0.0017
zásilkový obchod,0.2,0.1333,0.0009,0.0017
zásilkovém obchodu,0.2,0.1333,0.0009,0.0017
západní Evropu,0.2,0.1333,0.0009,0.0017
západní Evropou,0.2,0.1333,0.0009,0.0017
západem nižší,0.2,0.1333,0.0009,0.0017
určitými kroky,0.2,0.1333,0.0009,0.0017
uskutečnily v,0.2,0.1333,0.0009,0.0017
předčila západní,0.2,0.1333,0.0009,0.0017
zákrokům proti,0.2,0.1333,0.0009,0.0017
uskuteční referendum,0.2,0.1333,0.0009,0.0017
sousedícím asijkým,0.2,0.1333,0.0009,0.0017
uveden do,0.2,0.1333,0.0009,0.0017
uvádí televizní,0.2,0.1333,0.0009,0.0017
uzavřela nákladný,0.2,0.1333,0.0009,0.0017
přehřátí se,0.2,0.1333,0.0009,0.0017
uzavřelo dohodu,0.2,0.1333,0.0009,0.0017
přes 50,0.2,0.1333,0.0009,0.0017
zveřejnil návrh,0.2,0.1333,0.0009,0.0017
soudním řízení,0.2,0.1333,0.0009,0.0017
přes 500,0.2,0.1333,0.0009,0.0017
ztížené podmínky,0.2,0.1333,0.0009,0.0017
ztratili z,0.2,0.1333,0.0009,0.0017
přes dva,0.2,0.1333,0.0009,0.0017
zpřístupní švýcarské,0.2,0.1333,0.0009,0.0017
zprávu o,0.2,0.1333,0.0009,0.0017
přes sto,0.2,0.1333,0.0009,0.0017
zemi zemřelo,0.2,0.1333,0.0009,0.0017
"snadnější, uvedl",0.2,0.1333,0.0009,0.0017
v sídle,0.2,0.1333,0.0009,0.0017
rekonstrukci válečných,0.2,0.1333,0.0009,0.0017
zaměstnancům závislým,0.2,0.1333,0.0009,0.0017
v hotelu,0.2,0.1333,0.0009,0.0017
v hradecké,0.2,0.1333,0.0009,0.0017
v informačním,0.2,0.1333,0.0009,0.0017
skončila neúspěchem,0.2,0.1333,0.0009,0.0017
zaměstnanců kroměřížské,0.2,0.1333,0.0009,0.0017
v jednom,0.2,0.1333,0.0009,0.0017
skonal na,0.2,0.1333,0.0009,0.0017
v kraji,0.2,0.1333,0.0009,0.0017
v květnu,0.2,0.1333,0.0009,0.0017
republika bude,0.2,0.1333,0.0009,0.0017
republika byla,0.2,0.1333,0.0009,0.0017
zakročili v,0.2,0.1333,0.0009,0.0017
republikou v,0.2,0.1333,0.0009,0.0017
zahřátí organismu,0.2,0.1333,0.0009,0.0017
zahájena podpora,0.2,0.1333,0.0009,0.0017
zahynulo 20,0.2,0.1333,0.0009,0.0017
režimy zemí,0.2,0.1333,0.0009,0.0017
zadržuje amerického,0.2,0.1333,0.0009,0.0017
v pražské,0.2,0.1333,0.0009,0.0017
roce 1920,0.2,0.1333,0.0009,0.0017
roce 1992,0.2,0.1333,0.0009,0.0017
v pražských,0.2,0.1333,0.0009,0.0017
roce 2003,0.2,0.1333,0.0009,0.0017
v sobotu,0.2,0.1333,0.0009,0.0017
v soudním,0.2,0.1333,0.0009,0.0017
zabito 1235,0.2,0.1333,0.0009,0.0017
zaostává oproti,0.2,0.1333,0.0009,0.0017
v horku,0.2,0.1333,0.0009,0.0017
příležitosti oslav,0.2,0.1333,0.0009,0.0017
zastavit činnost,0.2,0.1333,0.0009,0.0017
v Los,0.2,0.1333,0.0009,0.0017
přímém slunci,0.2,0.1333,0.0009,0.0017
smrti v,0.2,0.1333,0.0009,0.0017
v Massachusetts,0.2,0.1333,0.0009,0.0017
ze státního,0.2,0.1333,0.0009,0.0017
v Pardubickém,0.2,0.1333,0.0009,0.0017
smrt 37,0.2,0.1333,0.0009,0.0017
smlouvy s,0.2,0.1333,0.0009,0.0017
slovenského politika,0.2,0.1333,0.0009,0.0017
v Severní,0.2,0.1333,0.0009,0.0017
příčinu Chepeho,0.2,0.1333,0.0009,0.0017
"příštího roku,",0.2,0.1333,0.0009,0.0017
zbytku evropského,0.2,0.1333,0.0009,0.0017
zbrojních inspektorů,0.2,0.1333,0.0009,0.0017
zboží informoval,0.2,0.1333,0.0009,0.0017
skupině rychle,0.2,0.1333,0.0009,0.0017
zbořeno 176,0.2,0.1333,0.0009,0.0017
rakouské FPÖ,0.2,0.1333,0.0009,0.0017
skupině přístup,0.2,0.1333,0.0009,0.0017
zařadí do,0.2,0.1333,0.0009,0.0017
začíná v,0.2,0.1333,0.0009,0.0017
začaly rozpadat,0.2,0.1333,0.0009,0.0017
referenda v,0.2,0.1333,0.0009,0.0017
začal veletrh,0.2,0.1333,0.0009,0.0017
"skupina, kterou",0.2,0.1333,0.0009,0.0017
referendum o,0.2,0.1333,0.0009,0.0017
v gymnastice,0.2,0.1333,0.0009,0.0017
% Poláků,0.2,0.1333,0.0009,0.0017
na Sovětském,0.2,0.1333,0.0009,0.0017
doprovázené křečemi,0.2,0.1333,0.0009,0.0017
jednom z,0.2,0.1333,0.0009,0.0017
je Štěpánka,0.2,0.1333,0.0009,0.0017
je ukrajinský,0.2,0.1333,0.0009,0.0017
Nejvíce otrav,0.2,0.1333,0.0009,0.0017
Největší hutní,0.2,0.1333,0.0009,0.0017
Nicolase Sarkozy,0.2,0.1333,0.0009,0.0017
je někdo,0.2,0.1333,0.0009,0.0017
Nový tank,0.2,0.1333,0.0009,0.0017
Návrh prezidenta,0.2,0.1333,0.0009,0.0017
Někdejší gruzínský,0.2,0.1333,0.0009,0.0017
je generální,0.2,0.1333,0.0009,0.0017
je firma,0.2,0.1333,0.0009,0.0017
je filmový,0.2,0.1333,0.0009,0.0017
je dobré,0.2,0.1333,0.0009,0.0017
je bezúhonný,0.2,0.1333,0.0009,0.0017
je Jiří,0.2,0.1333,0.0009,0.0017
je Donald,0.2,0.1333,0.0009,0.0017
Německa dorazilo,0.2,0.1333,0.0009,0.0017
jater jako,0.2,0.1333,0.0009,0.0017
jako příčinu,0.2,0.1333,0.0009,0.0017
Německu půjčku,0.2,0.1333,0.0009,0.0017
O zabavení,0.2,0.1333,0.0009,0.0017
islamistických ozbrojenců,0.2,0.1333,0.0009,0.0017
OSN dále,0.2,0.1333,0.0009,0.0017
Nassau probíhal,0.2,0.1333,0.0009,0.0017
jednom ze,0.2,0.1333,0.0009,0.0017
kancelář Václav,0.2,0.1333,0.0009,0.0017
jednoznačnou podporu,0.2,0.1333,0.0009,0.0017
Moderního umění,0.2,0.1333,0.0009,0.0017
Morales stojí,0.2,0.1333,0.0009,0.0017
k surovým,0.2,0.1333,0.0009,0.0017
k selekci,0.2,0.1333,0.0009,0.0017
Morava byl,0.2,0.1333,0.0009,0.0017
"k papežům,",0.2,0.1333,0.0009,0.0017
Motor Hradec,0.2,0.1333,0.0009,0.0017
Motor se,0.2,0.1333,0.0009,0.0017
Motor vynaložila,0.2,0.1333,0.0009,0.0017
jmenuje Christof,0.2,0.1333,0.0009,0.0017
jižně od,0.2,0.1333,0.0009,0.0017
jižním Maďarsku,0.2,0.1333,0.0009,0.0017
jižní Evropy,0.2,0.1333,0.0009,0.0017
Míla dařilo,0.2,0.1333,0.0009,0.0017
jiné místo,0.2,0.1333,0.0009,0.0017
jim tak,0.2,0.1333,0.0009,0.0017
Městského divadla,0.2,0.1333,0.0009,0.0017
"NATO, přivítali",0.2,0.1333,0.0009,0.0017
Na Výstavišti,0.2,0.1333,0.0009,0.0017
Na konci,0.2,0.1333,0.0009,0.0017
Na pražském,0.2,0.1333,0.0009,0.0017
jeho zaměstnání,0.2,0.1333,0.0009,0.0017
jedovatými houbami,0.2,0.1333,0.0009,0.0017
intoxikovalo metanolem,0.2,0.1333,0.0009,0.0017
Obama zemřel,0.2,0.1333,0.0009,0.0017
Obránci lidských,0.2,0.1333,0.0009,0.0017
institucí vyšla,0.2,0.1333,0.0009,0.0017
hotel Pyramida,0.2,0.1333,0.0009,0.0017
Ořechova klid,0.2,0.1333,0.0009,0.0017
hostováním Městského,0.2,0.1333,0.0009,0.0017
Papež Jan,0.2,0.1333,0.0009,0.0017
People čeká,0.2,0.1333,0.0009,0.0017
Petra Bezruče,0.2,0.1333,0.0009,0.0017
horku a,0.2,0.1333,0.0009,0.0017
hodnotě 15,0.2,0.1333,0.0009,0.0017
hodnocením šéfa,0.2,0.1333,0.0009,0.0017
hlavně příznivci,0.2,0.1333,0.0009,0.0017
hlavně podporovatelé,0.2,0.1333,0.0009,0.0017
hlavních evropských,0.2,0.1333,0.0009,0.0017
hlavní město,0.2,0.1333,0.0009,0.0017
hlasovat přes,0.2,0.1333,0.0009,0.0017
Podle Prokopa,0.2,0.1333,0.0009,0.0017
Podle členů,0.2,0.1333,0.0009,0.0017
gruzínský prezident,0.2,0.1333,0.0009,0.0017
Podle španělského,0.2,0.1333,0.0009,0.0017
globálními důsledky,0.2,0.1333,0.0009,0.0017
Polsko s,0.2,0.1333,0.0009,0.0017
Polsku byl,0.2,0.1333,0.0009,0.0017
generální tajemník,0.2,0.1333,0.0009,0.0017
freonů ozonová,0.2,0.1333,0.0009,0.0017
Ořechova bylo,0.2,0.1333,0.0009,0.0017
hotelu Pyramida,0.2,0.1333,0.0009,0.0017
Ořechov při,0.2,0.1333,0.0009,0.0017
hájit Ústavu,0.2,0.1333,0.0009,0.0017
instituci kapitál,0.2,0.1333,0.0009,0.0017
instalací vystavuje,0.2,0.1333,0.0009,0.0017
"Odboráři tvrdí,",0.2,0.1333,0.0009,0.0017
inspektorů Hanse,0.2,0.1333,0.0009,0.0017
Odhalení sochy,0.2,0.1333,0.0009,0.0017
informoval Českou,0.2,0.1333,0.0009,0.0017
informačním středisku,0.2,0.1333,0.0009,0.0017
informačního centra,0.2,0.1333,0.0009,0.0017
Oficiální odhalení,0.2,0.1333,0.0009,0.0017
i Columbie,0.2,0.1333,0.0009,0.0017
Okamura považuje,0.2,0.1333,0.0009,0.0017
houbami první,0.2,0.1333,0.0009,0.0017
hutní společnost,0.2,0.1333,0.0009,0.0017
Okamury z,0.2,0.1333,0.0009,0.0017
"hrozí, že",0.2,0.1333,0.0009,0.0017
hrozí žízeň,0.2,0.1333,0.0009,0.0017
hrozí nahromadění,0.2,0.1333,0.0009,0.0017
Opatření proti,0.2,0.1333,0.0009,0.0017
Ostrava finančně,0.2,0.1333,0.0009,0.0017
hrozných na,0.2,0.1333,0.0009,0.0017
Ostrava se,0.2,0.1333,0.0009,0.0017
hradecké Galerii,0.2,0.1333,0.0009,0.0017
kampaně vedené,0.2,0.1333,0.0009,0.0017
Mise raketoplánů,0.2,0.1333,0.0009,0.0017
mohli lidé,0.2,0.1333,0.0009,0.0017
Karlově mostě,0.2,0.1333,0.0009,0.0017
malých a,0.2,0.1333,0.0009,0.0017
malého a,0.2,0.1333,0.0009,0.0017
mají větší,0.2,0.1333,0.0009,0.0017
mají své,0.2,0.1333,0.0009,0.0017
majetek občanů,0.2,0.1333,0.0009,0.0017
lítost sousedícím,0.2,0.1333,0.0009,0.0017
lítost asijským,0.2,0.1333,0.0009,0.0017
Kladno bude,0.2,0.1333,0.0009,0.0017
lyžařů navštívilo,0.2,0.1333,0.0009,0.0017
Koizumi se,0.2,0.1333,0.0009,0.0017
Koizumi vyjádřil,0.2,0.1333,0.0009,0.0017
Kolem současnosti,0.2,0.1333,0.0009,0.0017
lingvistiky na,0.2,0.1333,0.0009,0.0017
Konečný propadl,0.2,0.1333,0.0009,0.0017
ligy humanistů,0.2,0.1333,0.0009,0.0017
lidé z,0.2,0.1333,0.0009,0.0017
lidé vidět,0.2,0.1333,0.0009,0.0017
"lidmi, kteří",0.2,0.1333,0.0009,0.0017
Králové vlastní,0.2,0.1333,0.0009,0.0017
Kuby je,0.2,0.1333,0.0009,0.0017
letos nabídne,0.2,0.1333,0.0009,0.0017
letos na,0.2,0.1333,0.0009,0.0017
letiště ve,0.2,0.1333,0.0009,0.0017
Ki-mun nesouhlasí,0.2,0.1333,0.0009,0.0017
maďarského prezidenta,0.2,0.1333,0.0009,0.0017
kandidovat na,0.2,0.1333,0.0009,0.0017
maďarským protějškem,0.2,0.1333,0.0009,0.0017
Izraele za,0.2,0.1333,0.0009,0.0017
Japonska Džuničiró,0.2,0.1333,0.0009,0.0017
mluví za,0.2,0.1333,0.0009,0.0017
mistra světa,0.2,0.1333,0.0009,0.0017
Jasona Rezaiana,0.2,0.1333,0.0009,0.0017
Jeden z,0.2,0.1333,0.0009,0.0017
Jednatel firmy,0.2,0.1333,0.0009,0.0017
Jedno z,0.2,0.1333,0.0009,0.0017
Jemenu a,0.2,0.1333,0.0009,0.0017
minimalismu začíná,0.2,0.1333,0.0009,0.0017
Jiří Beran,0.2,0.1333,0.0009,0.0017
John Houghton,0.2,0.1333,0.0009,0.0017
milion letadel,0.2,0.1333,0.0009,0.0017
Kaczyński neví,0.2,0.1333,0.0009,0.0017
mezi pojišťovnou,0.2,0.1333,0.0009,0.0017
mezi nákladním,0.2,0.1333,0.0009,0.0017
mezi dvěma,0.2,0.1333,0.0009,0.0017
Kaloni se,0.2,0.1333,0.0009,0.0017
Kaloni zlatí,0.2,0.1333,0.0009,0.0017
meteorologické stanici,0.2,0.1333,0.0009,0.0017
metanolem nejvíce,0.2,0.1333,0.0009,0.0017
metanolem bylo,0.2,0.1333,0.0009,0.0017
menšina obyvatel,0.2,0.1333,0.0009,0.0017
letišti opět,0.2,0.1333,0.0009,0.0017
letadel za,0.2,0.1333,0.0009,0.0017
Kubě vyloučili,0.2,0.1333,0.0009,0.0017
let se,0.2,0.1333,0.0009,0.0017
Lysenko mluví,0.2,0.1333,0.0009,0.0017
"konvoje, demonstrující",0.2,0.1333,0.0009,0.0017
konvoje v,0.2,0.1333,0.0009,0.0017
kontroverzních filmů,0.2,0.1333,0.0009,0.0017
Maďarsku došlo,0.2,0.1333,0.0009,0.0017
kontrolují britští,0.2,0.1333,0.0009,0.0017
kontrakt a,0.2,0.1333,0.0009,0.0017
kontinentu jižně,0.2,0.1333,0.0009,0.0017
kontinentu a,0.2,0.1333,0.0009,0.0017
konci osmdesátých,0.2,0.1333,0.0009,0.0017
Mecenášové nevěnovali,0.2,0.1333,0.0009,0.0017
konal běžecký,0.2,0.1333,0.0009,0.0017
Mexiko je,0.2,0.1333,0.0009,0.0017
klid zbraní,0.2,0.1333,0.0009,0.0017
kin rekordní,0.2,0.1333,0.0009,0.0017
Mezinárodní ligy,0.2,0.1333,0.0009,0.0017
ke srážce,0.2,0.1333,0.0009,0.0017
Miloslav Výborný,0.2,0.1333,0.0009,0.0017
Mimo Kladno,0.2,0.1333,0.0009,0.0017
katolické církve,0.2,0.1333,0.0009,0.0017
kapitál na,0.2,0.1333,0.0009,0.0017
Miroslav Grégr,0.2,0.1333,0.0009,0.0017
kandidátku TOP,0.2,0.1333,0.0009,0.0017
koná na,0.2,0.1333,0.0009,0.0017
Loskot natáčí,0.2,0.1333,0.0009,0.0017
Londýna a,0.2,0.1333,0.0009,0.0017
které tělo,0.2,0.1333,0.0009,0.0017
křečemi nebo,0.2,0.1333,0.0009,0.0017
květnu 1919,0.2,0.1333,0.0009,0.0017
Křeče nevznikají,0.2,0.1333,0.0009,0.0017
květen příštího,0.2,0.1333,0.0009,0.0017
Křeče z,0.2,0.1333,0.0009,0.0017
kteří odmítli,0.2,0.1333,0.0009,0.0017
kteří budou,0.2,0.1333,0.0009,0.0017
kterým byl,0.2,0.1333,0.0009,0.0017
který se,0.2,0.1333,0.0009,0.0017
který navštívil,0.2,0.1333,0.0009,0.0017
kterou chtějí,0.2,0.1333,0.0009,0.0017
koupit nové,0.2,0.1333,0.0009,0.0017
krátkodobě či,0.2,0.1333,0.0009,0.0017
království a,0.2,0.1333,0.0009,0.0017
Lindgrenová napsala,0.2,0.1333,0.0009,0.0017
kroměřížské firmy,0.2,0.1333,0.0009,0.0017
kroky vytváří,0.2,0.1333,0.0009,0.0017
Lindgrenové byla,0.2,0.1333,0.0009,0.0017
Linet nevyrábí,0.2,0.1333,0.0009,0.0017
Linet provozuje,0.2,0.1333,0.0009,0.0017
kritiku za,0.2,0.1333,0.0009,0.0017
kraji Vysočina,0.2,0.1333,0.0009,0.0017
francouzské Akademie,0.2,0.1333,0.0009,0.0017
Polsku přivítali,0.2,0.1333,0.0009,0.0017
Polsku ve,0.2,0.1333,0.0009,0.0017
Tomia Okamury,0.2,0.1333,0.0009,0.0017
byl The,0.2,0.1333,0.0009,0.0017
Trump vyzval,0.2,0.1333,0.0009,0.0017
budou nižší,0.2,0.1333,0.0009,0.0017
budou krátkodobě,0.2,0.1333,0.0009,0.0017
Tuniska do,0.2,0.1333,0.0009,0.0017
bude více,0.2,0.1333,0.0009,0.0017
Tunisko vyslalo,0.2,0.1333,0.0009,0.0017
Turistického informačního,0.2,0.1333,0.0009,0.0017
"bude snadnější,",0.2,0.1333,0.0009,0.0017
Třebíči bývají,0.2,0.1333,0.0009,0.0017
Třebíči ochránily,0.2,0.1333,0.0009,0.0017
bude odvolán,0.2,0.1333,0.0009,0.0017
brání jim,0.2,0.1333,0.0009,0.0017
USA obdržel,0.2,0.1333,0.0009,0.0017
bojkotu prezidentských,0.2,0.1333,0.0009,0.0017
"bloku, závislých",0.2,0.1333,0.0009,0.0017
USA vede,0.2,0.1333,0.0009,0.0017
bitvě zemřelo,0.2,0.1333,0.0009,0.0017
bitvě zahynulo,0.2,0.1333,0.0009,0.0017
bitvě u,0.2,0.1333,0.0009,0.0017
Umělé vodní,0.2,0.1333,0.0009,0.0017
bitev opomněl,0.2,0.1333,0.0009,0.0017
bezúhonný ruský,0.2,0.1333,0.0009,0.0017
byl netradiční,0.2,0.1333,0.0009,0.0017
byl uveden,0.2,0.1333,0.0009,0.0017
for People,0.2,0.1333,0.0009,0.0017
byl český,0.2,0.1333,0.0009,0.0017
celky pro,0.2,0.1333,0.0009,0.0017
března 2020,0.2,0.1333,0.0009,0.0017
běžných občanů,0.2,0.1333,0.0009,0.0017
Sponzoři darovali,0.2,0.1333,0.0009,0.0017
během výročí,0.2,0.1333,0.0009,0.0017
Stav zaměstnanců,0.2,0.1333,0.0009,0.0017
Stovky lyžařů,0.2,0.1333,0.0009,0.0017
bývalých prezidentů,0.2,0.1333,0.0009,0.0017
bývají problémy,0.2,0.1333,0.0009,0.0017
Stryker a,0.2,0.1333,0.0009,0.0017
byly poznamenány,0.2,0.1333,0.0009,0.0017
bylo zbořeno,0.2,0.1333,0.0009,0.0017
bylo zabito,0.2,0.1333,0.0009,0.0017
bylo v,0.2,0.1333,0.0009,0.0017
Světovém poháru,0.2,0.1333,0.0009,0.0017
byla zahájena,0.2,0.1333,0.0009,0.0017
Tatra se,0.2,0.1333,0.0009,0.0017
Tchaj-pej je,0.2,0.1333,0.0009,0.0017
Tematická výstava,0.2,0.1333,0.0009,0.0017
byla součástí,0.2,0.1333,0.0009,0.0017
The Devil,0.2,0.1333,0.0009,0.0017
byla dcera,0.2,0.1333,0.0009,0.0017
byl Štefan,0.2,0.1333,0.0009,0.0017
V Los,0.2,0.1333,0.0009,0.0017
až do,0.2,0.1333,0.0009,0.0017
autem a,0.2,0.1333,0.0009,0.0017
V Polsku,0.2,0.1333,0.0009,0.0017
a teď,0.2,0.1333,0.0009,0.0017
Vysočina zmizeli,0.2,0.1333,0.0009,0.0017
a terénních,0.2,0.1333,0.0009,0.0017
a středního,0.2,0.1333,0.0009,0.0017
a republikou,0.2,0.1333,0.0009,0.0017
"Václav Havlík,",0.2,0.1333,0.0009,0.0017
Vínu se,0.2,0.1333,0.0009,0.0017
Výborný nebude,0.2,0.1333,0.0009,0.0017
a nevystavovat,0.2,0.1333,0.0009,0.0017
a majetek,0.2,0.1333,0.0009,0.0017
Východ souhlasí,0.2,0.1333,0.0009,0.0017
a havárií,0.2,0.1333,0.0009,0.0017
a elektrárny,0.2,0.1333,0.0009,0.0017
a dále,0.2,0.1333,0.0009,0.0017
a bylo,0.2,0.1333,0.0009,0.0017
Výstavišti v,0.2,0.1333,0.0009,0.0017
XVI byl,0.2,0.1333,0.0009,0.0017
a brání,0.2,0.1333,0.0009,0.0017
a bankou,0.2,0.1333,0.0009,0.0017
Ze zoo,0.2,0.1333,0.0009,0.0017
a Spojenými,0.2,0.1333,0.0009,0.0017
Zuzana bude,0.2,0.1333,0.0009,0.0017
Zástupci Evropské,0.2,0.1333,0.0009,0.0017
Vondruška na,0.2,0.1333,0.0009,0.0017
a českým,0.2,0.1333,0.0009,0.0017
a čtvrt,0.2,0.1333,0.0009,0.0017
V tankové,0.2,0.1333,0.0009,0.0017
V Třebíči,0.2,0.1333,0.0009,0.0017
asijskými zeměmi,0.2,0.1333,0.0009,0.0017
asijkým zemím,0.2,0.1333,0.0009,0.0017
V evropské,0.2,0.1333,0.0009,0.0017
V horkém,0.2,0.1333,0.0009,0.0017
V jednom,0.2,0.1333,0.0009,0.0017
ani korunu,0.2,0.1333,0.0009,0.0017
amerického novináře,0.2,0.1333,0.0009,0.0017
amerického kontinentu,0.2,0.1333,0.0009,0.0017
V jižním,0.2,0.1333,0.0009,0.0017
V západní,0.2,0.1333,0.0009,0.0017
a španělská,0.2,0.1333,0.0009,0.0017
V září,0.2,0.1333,0.0009,0.0017
Ve hlavním,0.2,0.1333,0.0009,0.0017
akvizice v,0.2,0.1333,0.0009,0.0017
aktivitě na,0.2,0.1333,0.0009,0.0017
akci pořadatelé,0.2,0.1333,0.0009,0.0017
aerolinky uskutečnily,0.2,0.1333,0.0009,0.0017
Velká cena,0.2,0.1333,0.0009,0.0017
Velké čínské,0.2,0.1333,0.0009,0.0017
Viktorem Koženým,0.2,0.1333,0.0009,0.0017
a španělské,0.2,0.1333,0.0009,0.0017
cementárny a,0.2,0.1333,0.0009,0.0017
Spojenými státy,0.2,0.1333,0.0009,0.0017
cena francouzské,0.2,0.1333,0.0009,0.0017
Rasmussen odmítl,0.2,0.1333,0.0009,0.0017
evropského kontinentu,0.2,0.1333,0.0009,0.0017
Proti černošskému,0.2,0.1333,0.0009,0.0017
evropské zemi,0.2,0.1333,0.0009,0.0017
evropské peníze,0.2,0.1333,0.0009,0.0017
Protipovodňové stěny,0.2,0.1333,0.0009,0.0017
Pyramida v,0.2,0.1333,0.0009,0.0017
elektráren v,0.2,0.1333,0.0009,0.0017
důsledky změn,0.2,0.1333,0.0009,0.0017
důsledek svalové,0.2,0.1333,0.0009,0.0017
Přední kubánský,0.2,0.1333,0.0009,0.0017
Předseda devětadvacetičlenné,0.2,0.1333,0.0009,0.0017
Představitelé Evropské,0.2,0.1333,0.0009,0.0017
dětí Astrid,0.2,0.1333,0.0009,0.0017
dělstřeleckého systému,0.2,0.1333,0.0009,0.0017
díra nenabývá,0.2,0.1333,0.0009,0.0017
déle než,0.2,0.1333,0.0009,0.0017
dále spolupracovat,0.2,0.1333,0.0009,0.0017
dále se,0.2,0.1333,0.0009,0.0017
dvěma asijskými,0.2,0.1333,0.0009,0.0017
dvě dekády,0.2,0.1333,0.0009,0.0017
dvanácti pražských,0.2,0.1333,0.0009,0.0017
Přílišné zahřátí,0.2,0.1333,0.0009,0.0017
dva kaloni,0.2,0.1333,0.0009,0.0017
evropských dotací,0.2,0.1333,0.0009,0.0017
evropských měst,0.2,0.1333,0.0009,0.0017
evropskými farmáři,0.2,0.1333,0.0009,0.0017
filmů zemřel,0.2,0.1333,0.0009,0.0017
Polsku vítá,0.2,0.1333,0.0009,0.0017
fondů se,0.2,0.1333,0.0009,0.0017
Poprvé mohli,0.2,0.1333,0.0009,0.0017
firmy Bühler,0.2,0.1333,0.0009,0.0017
firma v,0.2,0.1333,0.0009,0.0017
firem ze,0.2,0.1333,0.0009,0.0017
Prahu sochu,0.2,0.1333,0.0009,0.0017
Praze nekonala,0.2,0.1333,0.0009,0.0017
Praze okolo,0.2,0.1333,0.0009,0.0017
Praze začal,0.2,0.1333,0.0009,0.0017
Premiér Japonska,0.2,0.1333,0.0009,0.0017
federace rozhodlo,0.2,0.1333,0.0009,0.0017
"filmový festival,",0.2,0.1333,0.0009,0.0017
Prezident Bolívie,0.2,0.1333,0.0009,0.0017
film v,0.2,0.1333,0.0009,0.0017
Prokopa se,0.2,0.1333,0.0009,0.0017
figurují v,0.2,0.1333,0.0009,0.0017
Prostory pro,0.2,0.1333,0.0009,0.0017
festivalu Brněnská,0.2,0.1333,0.0009,0.0017
"festival, který",0.2,0.1333,0.0009,0.0017
federace upřednostnili,0.2,0.1333,0.0009,0.0017
Proti plesu,0.2,0.1333,0.0009,0.0017
došlo ke,0.2,0.1333,0.0009,0.0017
Rezaian je,0.2,0.1333,0.0009,0.0017
centra městské,0.2,0.1333,0.0009,0.0017
Rezaiana ve,0.2,0.1333,0.0009,0.0017
Senát nesouhlasil,0.2,0.1333,0.0009,0.0017
deset let,0.2,0.1333,0.0009,0.0017
Severní Americe,0.2,0.1333,0.0009,0.0017
demonstrující podporu,0.2,0.1333,0.0009,0.0017
dekády uvádí,0.2,0.1333,0.0009,0.0017
dcera Karin,0.2,0.1333,0.0009,0.0017
dařilo dobře,0.2,0.1333,0.0009,0.0017
darovali Národnímu,0.2,0.1333,0.0009,0.0017
darovali Divadlu,0.2,0.1333,0.0009,0.0017
Slovenska během,0.2,0.1333,0.0009,0.0017
další akvizice,0.2,0.1333,0.0009,0.0017
cvičení NATO,0.2,0.1333,0.0009,0.0017
Sochař Gabriel,0.2,0.1333,0.0009,0.0017
civilistů a,0.2,0.1333,0.0009,0.0017
Soud trest,0.2,0.1333,0.0009,0.0017
chtějí na,0.2,0.1333,0.0009,0.0017
chlapců určených,0.2,0.1333,0.0009,0.0017
chce získat,0.2,0.1333,0.0009,0.0017
chce s,0.2,0.1333,0.0009,0.0017
Sovětském svazu,0.2,0.1333,0.0009,0.0017
Spojeného království,0.2,0.1333,0.0009,0.0017
ceny plynu,0.2,0.1333,0.0009,0.0017
ceny paliva,0.2,0.1333,0.0009,0.0017
Sarkozy omezit,0.2,0.1333,0.0009,0.0017
devětadvacetičlenné Evropské,0.2,0.1333,0.0009,0.0017
Sarkozy odmítá,0.2,0.1333,0.0009,0.0017
do provozu,0.2,0.1333,0.0009,0.0017
Režisér kontroverzních,0.2,0.1333,0.0009,0.0017
Rock for,0.2,0.1333,0.0009,0.0017
dopisu nesouhlasí,0.2,0.1333,0.0009,0.0017
Rozsudek o,0.2,0.1333,0.0009,0.0017
dodávat technologické,0.2,0.1333,0.0009,0.0017
dodávat energii,0.2,0.1333,0.0009,0.0017
dodavatelem elektřiny,0.2,0.1333,0.0009,0.0017
dobré zůstat,0.2,0.1333,0.0009,0.0017
Ruskem o,0.2,0.1333,0.0009,0.0017
Rusko bude,0.2,0.1333,0.0009,0.0017
do jižní,0.2,0.1333,0.0009,0.0017
Santander zpřístupní,0.2,0.1333,0.0009,0.0017
do depozitáře,0.2,0.1333,0.0009,0.0017
do Slovinska,0.2,0.1333,0.0009,0.0017
do Itálie,0.2,0.1333,0.0009,0.0017
dnes skonal,0.2,0.1333,0.0009,0.0017
dnes oslavoval,0.2,0.1333,0.0009,0.0017
dlouhodobě vyslaní,0.2,0.1333,0.0009,0.0017
Santander představily,0.2,0.1333,0.0009,0.0017
divadlu v,0.2,0.1333,0.0009,0.0017
divadlu přes,0.2,0.1333,0.0009,0.0017
Santander umožní,0.2,0.1333,0.0009,0.0017
množství drog,0.2,0.1333,0.0009,0.0017
a Džibutsku,0.2,0.1333,0.0009,0.0017
nemohl zmírnit,0.2,0.1333,0.0009,0.0017
Evropou a,0.2,0.1333,0.0009,0.0017
2016 ani,0.2,0.1333,0.0009,0.0017
Děti z,0.2,0.1333,0.0009,0.0017
ostrou roztržkou,0.2,0.1333,0.0009,0.0017
EU bude,0.2,0.1333,0.0009,0.0017
Eisenhower obdržel,0.2,0.1333,0.0009,0.0017
2015 méně,0.2,0.1333,0.0009,0.0017
Energo v,0.2,0.1333,0.0009,0.0017
o titul,0.2,0.1333,0.0009,0.0017
