,productivity,utility,coverage,harmonic_mean
dějiny,0.8,0.5333,0.0,0.0
nocí“,0.8,0.5333,0.0,0.0
detektivovi,0.8,0.5333,0.0,0.0
Brimleym,0.8,0.5333,0.0,0.0
dovolená,0.8,0.5333,0.0,0.0
nepocházela,0.8,0.5333,0.0,0.0
"Ghiberti,",0.8,0.5333,0.0,0.0
Shakespearovské,0.8,0.5333,0.0,0.0
"Street,",0.8,0.5333,0.0,0.0
Mullin,0.8,0.5333,0.0,0.0
Quirk,0.8,0.5333,0.0,0.0
odstraňování,0.8,0.5333,0.0,0.0
"stromů,",0.8,0.5333,0.0,0.0
loupežích,0.8,0.5333,0.0,0.0
rehabilitační,0.8,0.5333,0.0,0.0
st,0.8,0.5333,0.0,0.0
Hayter,0.8,0.5333,0.0,0.0
vůdců,0.8,0.5333,0.0,0.0
románskou,0.8,0.5333,0.0,0.0
diverzifikovala,0.8,0.5333,0.0,0.0
korejském,0.8,0.5333,0.0,0.0
Hank,0.8,0.5333,0.0,0.0
Režiséři,0.8,0.5333,0.0,0.0
Cronenberga,0.8,0.5333,0.0,0.0
"I.,",0.8,0.5333,0.0,0.0
Voorhees,0.8,0.5333,0.0,0.0
Nightight,0.8,0.5333,0.0,0.0
pistole,0.8,0.5333,0.0,0.0
přívrženců,0.8,0.5333,0.0,0.0
spoluzaložili,0.8,0.5333,0.0,0.0
frakcí,0.8,0.5333,0.0,0.0
SEED,0.8,0.5333,0.0,0.0
Hellblazer,0.8,0.5333,0.0,0.0
nejdále,0.8,0.5333,0.0,0.0
Cobba,0.8,0.5333,0.0,0.0
"Masaccio,",0.8,0.5333,0.0,0.0
šéfkuchaře,0.8,0.5333,0.0,0.0
„Jeden,0.8,0.5333,0.0,0.0
amarantu,0.8,0.5333,0.0,0.0
Catwoman,0.8,0.5333,0.0,0.0
velmistr,0.8,0.5333,0.0,0.0
Bruggách,0.8,0.5333,0.0,0.0
"Francesca,",0.8,0.5333,0.0,0.0
venkovský,0.8,0.5333,0.0,0.0
kartami,0.8,0.5333,0.0,0.0
zmrzliny,0.8,0.5333,0.0,0.0
Weissa,0.8,0.5333,0.0,0.0
Sondheimem,0.8,0.5333,0.0,0.0
nelesní,0.8,0.5333,0.0,0.0
Manželkou,0.8,0.5333,0.0,0.0
recesi,0.8,0.5333,0.0,0.0
hod,0.8,0.5333,0.0,0.0
Reynoldsem,0.8,0.5333,0.0,0.0
Nejběžnějším,0.8,0.5333,0.0,0.0
Profese,0.8,0.5333,0.0,0.0
"Brunelleschi,",0.8,0.5333,0.0,0.0
služebnou,0.8,0.5333,0.0,0.0
následně,0.8,0.5333,0.0,0.0
lingvista,0.8,0.5333,0.0,0.0
Sbírky,0.85,0.55,0.0,0.0
soutěžních,0.85,0.55,0.0,0.0
Theodorem,0.85,0.55,0.0,0.0
globách,0.85,0.55,0.0,0.0
Charity,0.85,0.55,0.0,0.0
portrétem,0.85,0.55,0.0,0.0
odlišnými,0.85,0.55,0.0,0.0
levný,0.85,0.55,0.0,0.0
přesáhl,0.8,0.5333,0.0,0.0
Hartsfield,0.8,0.5333,0.0,0.0
soundtrackem,0.8,0.5333,0.0,0.0
Katriny,0.8,0.5333,0.0,0.0
pozoruhodné,0.8,0.5333,0.0,0.0
Gay,0.8,0.5333,0.0,0.0
Pandžábem,0.7,0.4667,0.0,0.0
Piece“,0.7,0.4667,0.0,0.0
metodista,0.7,0.4667,0.0,0.0
Narrow,0.7,0.4667,0.0,0.0
„Dime,0.7,0.4667,0.0,0.0
překročení,0.7,0.4667,0.0,0.0
Henderson,0.7,0.4667,0.0,0.0
týkají,0.7,0.4667,0.0,0.0
posteli,0.7,0.4667,0.0,0.0
přistěhovalec,0.7,0.4667,0.0,0.0
Botswany,0.7,0.4667,0.0,0.0
Kristin,0.7,0.4667,0.0,0.0
evoluční,0.7,0.4667,0.0,0.0
Soseki,0.7,0.4667,0.0,0.0
válečnému,0.7,0.4667,0.0,0.0
analýze,0.7,0.4667,0.0,0.0
současníky,0.7,0.4667,0.0,0.0
„smečka“,0.7,0.4667,0.0,0.0
nizozemských,0.7,0.4667,0.0,0.0
Jacku,0.7,0.4667,0.0,0.0
Farsi,0.7,0.4667,0.0,0.0
Showgirl,0.7,0.4667,0.0,0.0
„dvojitý,0.7,0.4667,0.0,0.0
zachráněni,0.7,0.4667,0.0,0.0
Vánoci,0.7,0.4667,0.0,0.0
rýži,0.7,0.4667,0.0,0.0
kickboxer,0.7,0.4667,0.0,0.0
hlavnímu,0.7,0.4667,0.0,0.0
adaptacích,0.7,0.4667,0.0,0.0
tamilských,0.7,0.4667,0.0,0.0
"republikou,",0.7,0.4667,0.0,0.0
Shinsegae,0.7,0.4667,0.0,0.0
Duchy,0.7,0.4667,0.0,0.0
Lucasfilm,0.7,0.4667,0.0,0.0
podnět,0.7,0.4667,0.0,0.0
černých,0.7,0.4667,0.0,0.0
Manu,0.7,0.4667,0.0,0.0
oceněnými,0.7,0.4667,0.0,0.0
Navrátilová,0.7,0.4667,0.0,0.0
suterénech,0.7,0.4667,0.0,0.0
Satana,0.7,0.4667,0.0,0.0
Ice-T,0.7,0.4667,0.0,0.0
schválili,0.7,0.4667,0.0,0.0
galaktická,0.7,0.4667,0.0,0.0
reklamou,0.7,0.4667,0.0,0.0
Karibské,0.7,0.4667,0.0,0.0
Lymeova,0.7,0.4667,0.0,0.0
"Clarke,",0.7,0.4667,0.0,0.0
Ústup,0.7,0.4667,0.0,0.0
pacifistka,0.7,0.4667,0.0,0.0
Priestu,0.7,0.4667,0.0,0.0
ženská,0.7,0.4667,0.0,0.0
vyznamenána,0.7,0.4667,0.0,0.0
"Donna""",0.7,0.4667,0.0,0.0
vdovec,0.7,0.4667,0.0,0.0
Legendární,0.7,0.4667,0.0,0.0
čarodějů,0.7,0.4667,0.0,0.0
Oldmana,0.7,0.4667,0.0,0.0
Petita,0.7,0.4667,0.0,0.0
stromech,0.7,0.4667,0.0,0.0
'(období,0.7,0.4667,0.0,0.0
WNBA,0.7,0.4667,0.0,0.0
Guinessových,0.7,0.4667,0.0,0.0
Ramseyho,0.7,0.4667,0.0,0.0
Jeffreyho,0.7,0.4667,0.0,0.0
vyhýbáním,0.7,0.4667,0.0,0.0
(1957),0.7,0.4667,0.0,0.0
Stanwix,0.7,0.4667,0.0,0.0
Dahmera,0.7,0.4667,0.0,0.0
Coachella,0.7,0.4667,0.0,0.0
Kraken,0.7,0.4667,0.0,0.0
Peterson,0.7,0.4667,0.0,0.0
Fragmenty,0.7,0.4667,0.0,0.0
Dozena,0.7,0.4667,0.0,0.0
Brass,0.7,0.4667,0.0,0.0
241,0.7,0.4667,0.0,0.0
obrazové,0.7,0.4667,0.0,0.0
ekonoma,0.7,0.4667,0.0,0.0
označováni,0.7,0.4667,0.0,0.0
Marvina,0.7,0.4667,0.0,0.0
směřoval,0.7,0.4667,0.0,0.0
dušnost,0.7,0.4667,0.0,0.0
Tournament,0.7,0.4667,0.0,0.0
povrchnost,0.7,0.4667,0.0,0.0
šampionátům,0.7,0.4667,0.0,0.0
Knightley,0.7,0.4667,0.0,0.0
Parfém:,0.7,0.4667,0.0,0.0
hodí,0.7,0.4667,0.0,0.0
studiích,0.7,0.4667,0.0,0.0
Catelyn,0.7,0.4667,0.0,0.0
typickými,0.7,0.4667,0.0,0.0
pravicovou,0.7,0.4667,0.0,0.0
bavičem,0.7,0.4667,0.0,0.0
skaut,0.7,0.4667,0.0,0.0
Letty,0.7,0.4667,0.0,0.0
Millers,0.7,0.4667,0.0,0.0
Rekordní,0.7,0.4667,0.0,0.0
chlapcům,0.7,0.4667,0.0,0.0
nevykazují,0.7,0.4667,0.0,0.0
Vaughna,0.75,0.4833,0.0,0.0
dospělého,0.75,0.4833,0.0,0.0
Tuk,0.75,0.4833,0.0,0.0
1971-72,0.75,0.4833,0.0,0.0
pi,0.75,0.4833,0.0,0.0
"tituly,",0.7,0.4667,0.0,0.0
Vánoční,0.7,0.4667,0.0,0.0
spoluvytvářel,0.7,0.4667,0.0,0.0
vlogy,0.7,0.4667,0.0,0.0
síní,0.7,0.4667,0.0,0.0
velšské,0.7,0.4667,0.0,0.0
běloruským,0.7,0.4667,0.0,0.0
obsaženo,0.7,0.4667,0.0,0.0
hrozby,0.7,0.4667,0.0,0.0
superhrdinském,0.7,0.4667,0.0,0.0
Atlantickém,0.7,0.4667,0.0,0.0
Zeď,0.7,0.4667,0.0,0.0
nástupu,0.7,0.4667,0.0,0.0
Djimonem,0.7,0.4667,0.0,0.0
"Beach,",0.7,0.4667,0.0,0.0
nejzábavnějších,0.7,0.4667,0.0,0.0
Galii,0.7,0.4667,0.0,0.0
sofistikovanost,0.7,0.4667,0.0,0.0
Tramadolem,0.7,0.4667,0.0,0.0
Nakonec,0.6,0.4,0.0,0.0
podvodu,0.6,0.4,0.0,0.0
Apprentice,0.6,0.4,0.0,0.0
Odinem,0.6,0.4,0.0,0.0
Woodleyové,0.6,0.4,0.0,0.0
kongresem,0.8,0.5,0.0,0.0
hrdinka,0.8,0.5,0.0,0.0
Favorite,0.8,0.5,0.0,0.0
označeny,0.8,0.5,0.0,0.0
potřebám,0.8,0.5,0.0,0.0
Washingtonští,0.8,0.5,0.0,0.0
"Adolphus,",0.8,0.5,0.0,0.0
(NBA),0.8,0.5,0.0,0.0
Fawcettovi,0.8,0.5,0.0,0.0
Arktidě,0.8,0.5,0.0,0.0
podpořilo,0.8,0.5,0.0,0.0
nahrány,0.8,0.5,0.0,0.0
důsledky,0.8,0.5,0.0,0.0
Nadaci,0.8,0.5,0.0,0.0
jemně,0.8,0.5,0.0,0.0
Skins,0.8,0.5,0.0,0.0
neobsazeného,0.8,0.5,0.0,0.0
nosatý,0.8,0.5,0.0,0.0
komiksových,0.8,0.5,0.0,0.0
Strzechowski,0.8,0.5,0.0,0.0
Sirhanem,0.8,0.5,0.0,0.0
regenerovat,0.8,0.5,0.0,0.0
Anila,0.8,0.5,0.0,0.0
látky,0.8,0.5,0.0,0.0
obhajobu,0.8,0.5,0.0,0.0
skotu,0.8,0.5,0.0,0.0
Plán,0.8,0.5,0.0,0.0
plachty,0.8,0.5,0.0,0.0
Clarkson,0.8,0.5,0.0,0.0
money,0.8,0.5,0.0,0.0
patronkou,0.8,0.5,0.0,0.0
zveřejňuje,0.8,0.5,0.0,0.0
setkávají,0.8,0.5,0.0,0.0
dostihy,0.8,0.5,0.0,0.0
37krát,0.8,0.5,0.0,0.0
oblouk,0.8,0.5,0.0,0.0
houslistou,0.8,0.5,0.0,0.0
nejprestižnější,0.8,0.5,0.0,0.0
tráví,0.8,0.5,0.0,0.0
Lucemburským,0.8,0.5,0.0,0.0
jedinci,0.8,0.5,0.0,0.0
předložil,0.8,0.5,0.0,0.0
Samostatné,0.8,0.5,0.0,0.0
obnoveny,0.8,0.5,0.0,0.0
nekouřil,0.8,0.5,0.0,0.0
"Glee,",0.8,0.5,0.0,0.0
rytmy,0.8,0.5,0.0,0.0
poznal,0.8,0.5,0.0,0.0
Dobré,0.8,0.5,0.0,0.0
kulturám,0.8,0.5,0.0,0.0
inženýrka,0.8,0.5,0.0,0.0
Stonea,0.8,0.5,0.0,0.0
úžiny,0.8,0.5,0.0,0.0
dopravě,0.8,0.5,0.0,0.0
rozšířených,0.8,0.5,0.0,0.0
Stallion,0.8,0.5,0.0,0.0
Hrdina,0.8,0.5,0.0,0.0
mluvena,0.8,0.5,0.0,0.0
publicistka,0.8,0.5,0.0,0.0
Jeruzaléma,0.8,0.5,0.0,0.0
"způsobilo,",0.8,0.5,0.0,0.0
zapletl,0.8,0.5,0.0,0.0
prosákla,0.8,0.5,0.0,0.0
Shaquille,0.8,0.5,0.0,0.0
výrazným,0.8,0.5,0.0,0.0
průmyslový,0.8,0.5,0.0,0.0
snížilo,0.8,0.5,0.0,0.0
Dry,0.8,0.5,0.0,0.0
kanadsko-amerického,0.8,0.5,0.0,0.0
bavlny,0.8,0.5,0.0,0.0
kostí,0.8,0.5,0.0,0.0
serializovaný,0.8,0.5,0.0,0.0
technologický,0.8,0.5,0.0,0.0
570CE,0.8,0.5,0.0,0.0
portugalštině,0.8,0.5,0.0,0.0
filozofa,0.8,0.5,0.0,0.0
Minsku,0.8,0.5,0.0,0.0
Hamiltona,0.8,0.5,0.0,0.0
knihami,0.8,0.5,0.0,0.0
"producentem,",0.8,0.5,0.0,0.0
Fortunate,0.8,0.5,0.0,0.0
úředníky,0.8,0.5,0.0,0.0
Beetlejuice,0.8,0.5,0.0,0.0
Mornin,0.65,0.4167,0.0,0.0
'Comin',0.65,0.4167,0.0,0.0
Sellecka,0.65,0.4167,0.0,0.0
hromadných,0.65,0.4167,0.0,0.0
odkazován,0.6,0.4,0.0,0.0
Rodney,0.6,0.4,0.0,0.0
usvědčena,0.6,0.4,0.0,0.0
Anthonyho,0.6,0.4,0.0,0.0
semena,0.6,0.4,0.0,0.0
konvertovali,0.6,0.4,0.0,0.0
Air“,0.6,0.4,0.0,0.0
Persia,0.6,0.4,0.0,0.0
„No,0.6,0.4,0.0,0.0
Griet,0.6,0.4,0.0,0.0
Melissou,0.7,0.4333,0.0,0.0
předmět,0.7,0.4333,0.0,0.0
"datum,",0.7,0.4333,0.0,0.0
Salvador,0.7,0.4333,0.0,0.0
milostil,0.7,0.4333,0.0,0.0
návyky“,0.7,0.4333,0.0,0.0
"cen,",0.7,0.4333,0.0,0.0
Hacker,0.7,0.4333,0.0,0.0
transneptunský,0.7,0.4333,0.0,0.0
Služby,0.7,0.4333,0.0,0.0
odvozena,0.7,0.4333,0.0,0.0
nazvána,0.7,0.4333,0.0,0.0
pomlčku,0.7,0.4333,0.0,0.0
Makedon,0.7,0.4333,0.0,0.0
komických,0.7,0.4333,0.0,0.0
„Nebezpečné,0.7,0.4333,0.0,0.0
Ethel,0.6,0.4,0.0,0.0
pobytu,0.6,0.4,0.0,0.0
RIL,0.5,0.3333,0.0,0.0
pilotní,0.6,0.3667,0.0,0.0
osobního,0.6,0.3667,0.0,0.0
Formosa,0.6,0.3667,0.0,0.0
Honors,0.6,0.3667,0.0,0.0
lano,0.7167,0.45,0.0,0.0
All-America,0.7167,0.45,0.0,0.0
navržený,0.7167,0.45,0.0,0.0
aktivitu,0.7167,0.45,0.0,0.0
atletické,0.7167,0.45,0.0,0.0
nakladatelstvím,0.7167,0.45,0.0,0.0
jednoduché,0.7167,0.45,0.0,0.0
industrializovaným,0.7167,0.45,0.0,0.0
jedny,0.7167,0.45,0.0,0.0
"zavázal,",0.7167,0.45,0.0,0.0
formami,0.65,0.3833,0.0,0.0
pikantní,0.65,0.3833,0.0,0.0
prosté,0.65,0.3833,0.0,0.0
objevitelem,0.65,0.3833,0.0,0.0
akustický,0.65,0.3833,0.0,0.0
Heraclesem,0.65,0.3833,0.0,0.0
Modelu,0.65,0.3833,0.0,0.0
matematický,0.65,0.3833,0.0,0.0
nastavenou,0.65,0.3833,0.0,0.0
sprinty,0.65,0.3833,0.0,0.0
viru,0.65,0.3833,0.0,0.0
soudnictví,0.65,0.3833,0.0,0.0
"době,",0.65,0.3833,0.0,0.0
velikostí,0.65,0.3833,0.0,0.0
"hranice,",0.65,0.3833,0.0,0.0
křesťanů,0.65,0.3833,0.0,0.0
Xi'an,0.65,0.3833,0.0,0.0
Vysílána,0.65,0.3833,0.0,0.0
stratagem,0.65,0.3833,0.0,0.0
modrých,0.65,0.3833,0.0,0.0
přesahují,0.65,0.3833,0.0,0.0
patriarchou,0.65,0.3833,0.0,0.0
Darkness,0.65,0.3833,0.0,0.0
ztroskotán,0.65,0.3833,0.0,0.0
Blige,0.65,0.3833,0.0,0.0
zásobuje,0.65,0.3833,0.0,0.0
Aborigines,0.65,0.3833,0.0,0.0
vysílající,0.65,0.3833,0.0,0.0
druhýkrát,0.65,0.3833,0.0,0.0
odděluje,0.65,0.3833,0.0,0.0
"vybrán,",0.65,0.3833,0.0,0.0
dané,0.65,0.3833,0.0,0.0
létala,0.65,0.3833,0.0,0.0
členstvím,0.65,0.3833,0.0,0.0
liber,0.65,0.3833,0.0,0.0
Asýřané,0.65,0.3833,0.0,0.0
dynamické,0.65,0.3833,0.0,0.0
otevřeném,0.65,0.3833,0.0,0.0
uctíván,0.65,0.3833,0.0,0.0
částečnou,0.65,0.3833,0.0,0.0
aktuální,0.65,0.3833,0.0,0.0
následným,0.65,0.3833,0.0,0.0
lihovary,0.65,0.3833,0.0,0.0
wrestlingového,0.65,0.3833,0.0,0.0
Javě,0.65,0.3833,0.0,0.0
Celoživotní,0.65,0.3833,0.0,0.0
"Oscar,",0.65,0.3833,0.0,0.0
utrpením,0.65,0.3833,0.0,0.0
Vysokou,0.65,0.3833,0.0,0.0
Slim,0.65,0.3833,0.0,0.0
chyb,0.65,0.3833,0.0,0.0
"astma,",0.65,0.3833,0.0,0.0
"baseball,",0.65,0.3833,0.0,0.0
tolerancí,0.65,0.3833,0.0,0.0
Stockton,0.65,0.3833,0.0,0.0
"moře,",0.65,0.3833,0.0,0.0
Stokerem,0.65,0.3833,0.0,0.0
obecným,0.65,0.3833,0.0,0.0
erotický,0.65,0.3833,0.0,0.0
poraženi,0.65,0.3833,0.0,0.0
plánů,0.65,0.3833,0.0,0.0
ostrovního,0.65,0.3833,0.0,0.0
obdivován,0.65,0.3833,0.0,0.0
nápadu,0.65,0.3833,0.0,0.0
žákem,0.65,0.3833,0.0,0.0
stavebního,0.65,0.3833,0.0,0.0
přešla,0.65,0.3833,0.0,0.0
Steele,0.65,0.3833,0.0,0.0
hlava,0.65,0.3833,0.0,0.0
opioid,0.65,0.3833,0.0,0.0
katastrofách,0.65,0.3833,0.0,0.0
čtyřleté,0.65,0.3833,0.0,0.0
Shady,0.65,0.3833,0.0,0.0
znal,0.65,0.3833,0.0,0.0
udělovaných,0.65,0.3833,0.0,0.0
dr,0.65,0.3833,0.0,0.0
distribuovány,0.65,0.3833,0.0,0.0
kampusech,0.65,0.3833,0.0,0.0
"krajinu,",0.65,0.3833,0.0,0.0
"entity,",0.65,0.3833,0.0,0.0
pokročila,0.65,0.3833,0.0,0.0
regulovaný,0.65,0.3833,0.0,0.0
stovek,0.65,0.3833,0.0,0.0
harmonogram,0.65,0.3833,0.0,0.0
pohlednic,0.65,0.3833,0.0,0.0
osídlen,0.65,0.3833,0.0,0.0
povolené,0.65,0.3833,0.0,0.0
„Top,0.65,0.3833,0.0,0.0
bary,0.65,0.3833,0.0,0.0
Dante's,0.65,0.3833,0.0,0.0
goblinský,0.65,0.3833,0.0,0.0
schvalovacího,0.65,0.3833,0.0,0.0
zabíjením,0.65,0.3833,0.0,0.0
žlutá,0.65,0.3833,0.0,0.0
bouři,0.65,0.3833,0.0,0.0
odborníkem,0.65,0.3833,0.0,0.0
Millerova,0.65,0.3833,0.0,0.0
Artertonová,0.65,0.3833,0.0,0.0
vysvětlit.“,0.65,0.3833,0.0,0.0
dluhem,0.65,0.3833,0.0,0.0
milióny,0.65,0.3833,0.0,0.0
Ostatní,0.65,0.3833,0.0,0.0
Literární,0.65,0.3833,0.0,0.0
genetikou,0.65,0.3833,0.0,0.0
Huga,0.65,0.3833,0.0,0.0
zavedeným,0.65,0.3833,0.0,0.0
laně,0.65,0.3833,0.0,0.0
potomstvo,0.65,0.3833,0.0,0.0
zpravodajského,0.65,0.3833,0.0,0.0
celek,0.65,0.3833,0.0,0.0
projektem,0.65,0.3833,0.0,0.0
Dancyho,0.65,0.3833,0.0,0.0
Legrační,0.65,0.3833,0.0,0.0
polohy,0.65,0.3833,0.0,0.0
semi-biografický,0.65,0.3833,0.0,0.0
přemístěn,0.65,0.3833,0.0,0.0
"narodil,",0.65,0.3833,0.0,0.0
Bonnu,0.65,0.3833,0.0,0.0
distributor,0.65,0.3833,0.0,0.0
Mesiáš,0.65,0.3833,0.0,0.0
Rainy,0.65,0.3833,0.0,0.0
rozvody,0.65,0.3833,0.0,0.0
nominované,0.65,0.3833,0.0,0.0
Starková,0.6167,0.3833,0.0,0.0
slavnostním,0.6167,0.3833,0.0,0.0
uhelné,0.6167,0.3833,0.0,0.0
zábavný,0.6167,0.3833,0.0,0.0
vyznamenán,0.6167,0.3833,0.0,0.0
ploty,0.55,0.3167,0.0,0.0
talentů,0.5667,0.3333,0.0,0.0
Collaboration,0.5667,0.3333,0.0,0.0
Zahrady,0.5667,0.3333,0.0,0.0
příbuzných,0.5667,0.3333,0.0,0.0
procházku,0.5667,0.3333,0.0,0.0
"Nighthade,",0.5,0.2667,0.0,0.0
Larrainem,0.5,0.2667,0.0,0.0
čarodějnický,0.5,0.2667,0.0,0.0
Pablem,0.5,0.2667,0.0,0.0
fyzička,0.5,0.2667,0.0,0.0
významnými,0.5,0.2667,0.0,0.0
dosažení,0.5,0.2667,0.0,0.0
„Big,0.5,0.2667,0.0,0.0
získáno,0.5,0.2667,0.0,0.0
poklesu,0.5,0.2667,0.0,0.0
"května,",0.5,0.2667,0.0,0.0
diktátorem,0.5,0.2667,0.0,0.0
utvořila,0.5,0.2667,0.0,0.0
"22,",0.5,0.2667,0.0,0.0
publikování,0.5,0.2667,0.0,0.0
"vody,",0.5,0.2667,0.0,0.0
seminářů,0.5,0.2667,0.0,0.0
křemíkem,0.5,0.2667,0.0,0.0
poháněná,0.5,0.2667,0.0,0.0
kolumbijská,0.5,0.2667,0.0,0.0
turistiku,0.5,0.2667,0.0,0.0
lišky,0.5,0.2667,0.0,0.0
začleňování,0.5,0.2667,0.0,0.0
Himalájích,0.5,0.2667,0.0,0.0
Pennsylvánské,0.5,0.2667,0.0,0.0
osvobození,0.5,0.2667,0.0,0.0
epos,0.5,0.2667,0.0,0.0
zdvojnásobení,0.5,0.2667,0.0,0.0
Mona,0.5,0.2667,0.0,0.0
vyneslo,0.5,0.2667,0.0,0.0
architekturu,0.5,0.2667,0.0,0.0
snadněji,0.5,0.2667,0.0,0.0
vyvolali,0.5,0.2667,0.0,0.0
minulost,0.5,0.2667,0.0,0.0
regionálním,0.5,0.2667,0.0,0.0
Arménský,0.5,0.2667,0.0,0.0
listnaté,0.5,0.2667,0.0,0.0
Matkou,0.5,0.2667,0.0,0.0
"spolupracoval,",0.5,0.2667,0.0,0.0
Sochu,0.5,0.2667,0.0,0.0
právem,0.5,0.2667,0.0,0.0
"Tony,",0.5,0.2667,0.0,0.0
politici,0.5,0.2667,0.0,0.0
monasticky,0.5,0.2667,0.0,0.0
Cagneye,0.5,0.2667,0.0,0.0
Malcolmu,0.5,0.2667,0.0,0.0
nejzápadnějším,0.5,0.2667,0.0,0.0
mexickém,0.5,0.2667,0.0,0.0
EDM,0.5,0.2667,0.0,0.0
Keysovou,0.4667,0.2667,0.0,0.0
korýši,0.4,0.2,0.0,0.0
trénovaná,0.4833,0.2833,0.0,0.0
diskutoval,0.4833,0.2833,0.0,0.0
"lásce,",0.4167,0.2167,0.0,0.0
animačních,0.35,0.15,0.0,0.0
"pracovištích,",0.35,0.15,0.0,0.0
Gavin,0.35,0.15,0.0,0.0
"knih,",0.35,0.15,0.0,0.0
infrastruktura,0.35,0.15,0.0,0.0
versus,1.0,0.6667,0.0,0.0
Schoolwork,1.0,0.6667,0.0,0.0
nejdál,1.0,0.6667,0.0,0.0
"12,4%",1.0,0.6667,0.0,0.0
vévodů,1.0,0.6667,0.0,0.0
"zvěsti,",1.0,0.6667,0.0,0.0
12%,1.0,0.6667,0.0,0.0
Samovo,1.0,0.6667,0.0,0.0
stejnými,1.0,0.6667,0.0,0.0
zvěsti,1.0,0.6667,0.0,0.0
Samoan,1.0,0.6667,0.0,0.0
Brunswick,1.0,0.6667,0.0,0.0
vepři,1.0,0.6667,0.0,0.0
Sanskritu,1.0,0.6667,0.0,0.0
Seinfelda,1.0,0.6667,0.0,0.0
Buscemou,1.0,0.6667,0.0,0.0
necelých,1.0,0.6667,0.0,0.0
"veřejné,",1.0,0.6667,0.0,0.0
stéblem,1.0,0.6667,0.0,0.0
"Bus""",1.0,0.6667,0.0,0.0
"sezónu,",1.0,0.6667,0.0,0.0
Buscovi,1.0,0.6667,0.0,0.0
Bugle,1.0,0.6667,0.0,0.0
Seinfeldem,1.0,0.6667,0.0,0.0
stěnu,1.0,0.6667,0.0,0.0
venkovského,1.0,0.6667,0.0,0.0
nebydleli,1.0,0.6667,0.0,0.0
"100,05",1.0,0.6667,0.0,0.0
steak,1.0,0.6667,0.0,0.0
zveřejňování,1.0,0.6667,0.0,0.0
Sandersem,1.0,0.6667,0.0,0.0
farmaceutickém,1.0,0.6667,0.0,0.0
Sargent,1.0,0.6667,0.0,0.0
Burstynová,1.0,0.6667,0.0,0.0
venkovskou,1.0,0.6667,0.0,0.0
Brusel,1.0,0.6667,0.0,0.0
Seinou,1.0,0.6667,0.0,0.0
nechodila,1.0,0.6667,0.0,0.0
nářků,1.0,0.6667,0.0,0.0
Burrowers,1.0,0.6667,0.0,0.0
necítit,1.0,0.6667,0.0,0.0
násilní,1.0,0.6667,0.0,0.0
"Bunton,",1.0,0.6667,0.0,0.0
nedostavila,1.0,0.6667,0.0,0.0
Kolosea,1.0,0.6667,0.0,0.0
Scheuringem,1.0,0.6667,0.0,0.0
veškerá,1.0,0.6667,0.0,0.0
"11,3",1.0,0.6667,0.0,0.0
Know,1.0,0.6667,0.0,0.0
nedotované,1.0,0.6667,0.0,0.0
1066,1.0,0.6667,0.0,0.0
Hipposideridae,1.0,0.6667,0.0,0.0
Scruggsovo,1.0,0.6667,0.0,0.0
Bucks,1.0,0.6667,0.0,0.0
nedávným,1.0,0.6667,0.0,0.0
Buckner,1.0,0.6667,0.0,0.0
nedůležité,1.0,0.6667,0.0,0.0
nedůležitý,1.0,0.6667,0.0,0.0
zvenčí,1.0,0.6667,0.0,0.0
stejnojmennou,1.0,0.6667,0.0,0.0
psaním,1.0,0.6667,0.0,0.0
neexistoval,1.0,0.6667,0.0,0.0
Koloseu,1.0,0.6667,0.0,0.0
nečištěné,1.0,0.6667,0.0,0.0
chráněn,1.0,0.6667,0.0,0.0
"vesnice,",1.0,0.6667,0.0,0.0
nefinancované,1.0,0.6667,0.0,0.0
1113,1.0,0.6667,0.0,0.0
chrámem,1.0,0.6667,0.0,0.0
neautonomní,1.0,0.6667,0.0,0.0
nedostatečnou,1.0,0.6667,0.0,0.0
Kolíně,1.0,0.6667,0.0,0.0
nedokázalo,1.0,0.6667,0.0,0.0
neadekvátnost,1.0,0.6667,0.0,0.0
neadaptovaný,1.0,0.6667,0.0,0.0
ne-studiová,1.0,0.6667,0.0,0.0
nedokonalý,1.0,0.6667,0.0,0.0
Koktejl,1.0,0.6667,0.0,0.0
nedokončilo,1.0,0.6667,0.0,0.0
veškerému,1.0,0.6667,0.0,0.0
psího,1.0,0.6667,0.0,0.0
neakreditovaný,1.0,0.6667,0.0,0.0
nedosahuje,1.0,0.6667,0.0,0.0
nedočkali,1.0,0.6667,0.0,0.0
Buick,1.0,0.6667,0.0,0.0
věc“,1.0,0.6667,0.0,0.0
nedosáhla,1.0,0.6667,0.0,0.0
nedosáhlo,1.0,0.6667,0.0,0.0
Hirsch,1.0,0.6667,0.0,0.0
Scar,1.0,0.6667,0.0,0.0
nedostali,1.0,0.6667,0.0,0.0
nedočkala,1.0,0.6667,0.0,0.0
"návyky""",1.0,0.6667,0.0,0.0
pstruh,1.0,0.6667,0.0,0.0
chorvatská,1.0,0.6667,0.0,0.0
nedostalo,1.0,0.6667,0.0,0.0
stetoskopem,1.0,0.6667,0.0,0.0
neformálním,1.0,0.6667,0.0,0.0
nebrání,1.0,0.6667,0.0,0.0
Buntonovou,1.0,0.6667,0.0,0.0
Sedmihradsko,1.0,0.6667,0.0,0.0
psychické,1.0,0.6667,0.0,0.0
nehovoří,1.0,0.6667,0.0,0.0
Historical,1.0,0.6667,0.0,0.0
