,productivity,utility,coverage,harmonic_mean
reformy,0.4594,0.1261,0.0001,0.0002
##GB,1.0,0.6667,0.0001,0.0002
most,0.7367,0.4034,0.0001,0.0002
Fortune,0.7244,0.3911,0.0001,0.0002
Frankie,0.6644,0.3311,0.0001,0.0002
Lamborghini,0.6498,0.3165,0.0001,0.0002
##obi,0.6518,0.3185,0.0001,0.0002
Spike,0.6518,0.3185,0.0001,0.0002
Lang,0.6005,0.2672,0.0001,0.0002
Better,0.5656,0.2322,0.0001,0.0002
Jar,0.5325,0.1992,0.0001,0.0002
201,0.5388,0.2054,0.0001,0.0002
##rase,0.516,0.1826,0.0001,0.0002
Adolph,0.5443,0.211,0.0001,0.0002
##̧,0.4897,0.1563,0.0001,0.0002
##ide,0.5221,0.1887,0.0001,0.0002
##ffe,0.533,0.1997,0.0001,0.0002
Vanderbilt,0.493,0.1597,0.0001,0.0002
testu,0.4998,0.1665,0.0001,0.0002
##nej,0.4494,0.1161,0.0001,0.0002
Kati,0.4665,0.1332,0.0001,0.0002
Clapton,0.4121,0.0788,0.0001,0.0002
##opa,0.4029,0.0696,0.0001,0.0002
115,0.4157,0.0824,0.0001,0.0002
##ows,0.4193,0.086,0.0001,0.0002
Tale,1.0,0.6667,0.0001,0.0002
##latan,1.0,0.6667,0.0001,0.0002
Drive,1.0,0.6667,0.0001,0.0002
##iya,1.0,0.6667,0.0001,0.0002
##vene,0.8815,0.5482,0.0001,0.0002
##ium,0.8055,0.4721,0.0001,0.0002
Boyz,0.7536,0.4203,0.0001,0.0002
Killer,0.6391,0.3058,0.0001,0.0002
Aubrey,0.6587,0.3254,0.0001,0.0002
##oll,0.7184,0.3851,0.0001,0.0002
##venti,0.6621,0.3288,0.0001,0.0002
Toto,0.6651,0.3317,0.0001,0.0002
##rro,0.6115,0.2782,0.0001,0.0002
Abdel,0.6762,0.3429,0.0001,0.0002
Nasser,0.6762,0.3429,0.0001,0.0002
Disaster,0.6724,0.3391,0.0001,0.0002
Lowe,0.605,0.2717,0.0001,0.0002
Gallo,0.5854,0.2521,0.0001,0.0002
##tonu,0.5998,0.2664,0.0001,0.0002
##ht,0.5837,0.2503,0.0001,0.0002
obu,0.6004,0.2671,0.0001,0.0002
##kud,0.5228,0.1894,0.0001,0.0002
AMC,0.523,0.1897,0.0001,0.0002
Cartoon,0.5297,0.1963,0.0001,0.0002
BS,0.5321,0.1987,0.0001,0.0002
##kula,0.5337,0.2003,0.0001,0.0002
ministra,0.5137,0.1804,0.0001,0.0002
##str,0.4929,0.1596,0.0001,0.0002
noho,0.4986,0.1653,0.0001,0.0002
##rgi,0.5465,0.2132,0.0001,0.0002
Tribe,0.4902,0.1569,0.0001,0.0002
1917,0.4822,0.1488,0.0001,0.0002
Press,0.4819,0.1486,0.0001,0.0002
Kaya,0.4598,0.1265,0.0001,0.0002
##lari,0.4598,0.1265,0.0001,0.0002
Pla,0.4435,0.1101,0.0001,0.0002
Finding,0.4498,0.1165,0.0001,0.0002
Teresa,0.4487,0.1154,0.0001,0.0002
175,0.4415,0.1082,0.0001,0.0002
##wyn,0.4245,0.0912,0.0001,0.0002
Robson,0.4131,0.0798,0.0001,0.0002
##reer,1.0,0.6667,0.0001,0.0002
##wet,0.902,0.5687,0.0001,0.0002
Sport,0.8951,0.5617,0.0001,0.0002
##lm,0.9179,0.5846,0.0001,0.0002
##lnice,0.816,0.4826,0.0001,0.0002
Lac,0.8259,0.4926,0.0001,0.0002
Alberta,0.8126,0.4792,0.0001,0.0002
ene,0.7759,0.4425,0.0001,0.0002
##letni,0.7279,0.3945,0.0001,0.0002
literatury,0.8301,0.4968,0.0001,0.0002
##ings,0.7519,0.4186,0.0001,0.0002
##aje,0.6683,0.335,0.0001,0.0002
Ares,0.6706,0.3373,0.0001,0.0002
Student,0.621,0.2877,0.0001,0.0002
jednotky,0.6411,0.3077,0.0001,0.0002
##jis,0.613,0.2796,0.0001,0.0002
boli,0.5714,0.2381,0.0001,0.0002
Dillon,0.5542,0.2208,0.0001,0.0002
##pina,0.5315,0.1982,0.0001,0.0002
komo,0.5325,0.1992,0.0001,0.0002
Harmony,0.5409,0.2075,0.0001,0.0002
Duty,0.6121,0.2788,0.0001,0.0002
Telefon,0.5367,0.2034,0.0001,0.0002
Mia,0.522,0.1887,0.0001,0.0002
Frozen,0.5376,0.2043,0.0001,0.0002
Dnes,0.5712,0.2379,0.0001,0.0002
Nebraska,0.5174,0.184,0.0001,0.0002
Kun,0.5309,0.1976,0.0001,0.0002
Vision,0.5131,0.1797,0.0001,0.0002
##HS,0.5459,0.2125,0.0001,0.0002
Rescue,0.497,0.1637,0.0001,0.0002
Second,0.4798,0.1465,0.0001,0.0002
Maxim,0.5165,0.1831,0.0001,0.0002
Folk,0.522,0.1887,0.0001,0.0002
nacionalista,0.5195,0.1862,0.0001,0.0002
Search,0.4969,0.1636,0.0001,0.0002
Epic,0.4894,0.1561,0.0001,0.0002
82,0.4906,0.1572,0.0001,0.0002
Nights,0.4911,0.1578,0.0001,0.0002
koncept,0.4558,0.1225,0.0001,0.0002
##born,0.4514,0.1181,0.0001,0.0002
##zeu,0.4435,0.1102,0.0001,0.0002
##ruh,0.4504,0.1171,0.0001,0.0002
Miroslav,0.4753,0.1419,0.0001,0.0002
symbole,0.4264,0.0931,0.0001,0.0002
Japan,0.4287,0.0954,0.0001,0.0002
Aqua,0.441,0.1077,0.0001,0.0002
Tento,1.0,0.6667,0.0001,0.0002
##tert,1.0,0.6667,0.0001,0.0002
Gaius,1.0,0.6667,0.0001,0.0002
Winner,0.931,0.5977,0.0001,0.0002
Romane,0.9487,0.6154,0.0001,0.0002
Randall,0.9299,0.5965,0.0001,0.0002
##eista,0.8641,0.5308,0.0001,0.0002
Lives,0.8618,0.5285,0.0001,0.0002
Dominic,0.8092,0.4759,0.0001,0.0002
##̄,0.7134,0.3801,0.0001,0.0002
##ond,0.6698,0.3365,0.0001,0.0002
Bagdad,0.6048,0.2715,0.0001,0.0002
##con,0.5975,0.2641,0.0001,0.0002
Control,0.5698,0.2365,0.0001,0.0002
Where,0.5744,0.241,0.0001,0.0002
kami,0.5497,0.2163,0.0001,0.0002
##titel,0.5621,0.2287,0.0001,0.0002
Ever,0.5466,0.2133,0.0001,0.0002
##ipo,0.5381,0.2048,0.0001,0.0002
Stars,0.5321,0.1988,0.0001,0.0002
Vermont,0.5625,0.2292,0.0001,0.0002
##xe,0.5502,0.2168,0.0001,0.0002
oko,0.5067,0.1734,0.0001,0.0002
Bio,0.5056,0.1722,0.0001,0.0002
1790,0.5576,0.2243,0.0001,0.0002
##sso,0.527,0.1937,0.0001,0.0002
svi,0.4945,0.1612,0.0001,0.0002
later,0.4662,0.1329,0.0001,0.0002
Finger,0.4477,0.1143,0.0001,0.0002
krav,0.4856,0.1523,0.0001,0.0002
Bug,0.448,0.1147,0.0001,0.0002
XL,0.4398,0.1065,0.0001,0.0002
##fs,0.4369,0.1036,0.0001,0.0002
##novo,0.4372,0.1038,0.0001,0.0002
Sharma,1.0,0.6667,0.0001,0.0002
McLaughlin,1.0,0.6667,0.0001,0.0002
##vers,1.0,0.6667,0.0001,0.0002
Cincinnati,0.905,0.5717,0.0001,0.0002
Sri,0.8559,0.5225,0.0001,0.0002
2D,0.8143,0.481,0.0001,0.0002
Bride,0.874,0.5407,0.0001,0.0002
##erie,0.8131,0.4798,0.0001,0.0002
Peak,0.6316,0.2983,0.0001,0.0002
##ew,0.6295,0.2962,0.0001,0.0002
Crane,0.586,0.2526,0.0001,0.0002
Yorkshire,0.5409,0.2076,0.0001,0.0002
Generation,0.5508,0.2175,0.0001,0.0002
pravom,0.5447,0.2114,0.0001,0.0002
Davies,0.5546,0.2213,0.0001,0.0002
##ania,0.5524,0.219,0.0001,0.0002
Gunn,0.5268,0.1935,0.0001,0.0002
##ition,0.5548,0.2214,0.0001,0.0002
Argo,0.5027,0.1693,0.0001,0.0002
##tala,0.5127,0.1794,0.0001,0.0002
reform,0.5083,0.1749,0.0001,0.0002
dr,0.5024,0.169,0.0001,0.0002
911,0.5003,0.1669,0.0001,0.0002
##zar,0.4706,0.1373,0.0001,0.0002
##US,0.5372,0.2039,0.0001,0.0002
budovy,0.4607,0.1274,0.0001,0.0002
som,0.4917,0.1583,0.0001,0.0002
##stein,0.4296,0.0962,0.0001,0.0002
talent,0.4564,0.1231,0.0001,0.0002
voli,0.4298,0.0964,0.0001,0.0002
##dko,0.4193,0.086,0.0001,0.0002
##tional,0.4154,0.0821,0.0001,0.0002
mora,0.4288,0.0955,0.0001,0.0002
Saba,1.0,0.6667,0.0001,0.0002
##urne,1.0,0.6667,0.0001,0.0002
##nae,1.0,0.6667,0.0001,0.0002
Jenny,1.0,0.6667,0.0001,0.0002
Peer,1.0,0.6667,0.0001,0.0002
Hit,0.8594,0.526,0.0001,0.0002
##onale,0.8321,0.4988,0.0001,0.0002
NCAA,0.7929,0.4595,0.0001,0.0002
Lei,0.7996,0.4663,0.0001,0.0002
Yorker,0.8237,0.4904,0.0001,0.0002
Patel,0.7622,0.4289,0.0001,0.0002
##care,0.7903,0.4569,0.0001,0.0002
##normal,0.6954,0.3621,0.0001,0.0002
Wonderland,0.7668,0.4335,0.0001,0.0002
plot,0.6708,0.3375,0.0001,0.0002
Georgi,0.6417,0.3084,0.0001,0.0002
Perkins,0.5862,0.2529,0.0001,0.0002
##otu,0.5932,0.2598,0.0001,0.0002
Uganda,0.5524,0.219,0.0001,0.0002
radu,0.5588,0.2255,0.0001,0.0002
mohl,0.5641,0.2308,0.0001,0.0002
Plain,0.56,0.2267,0.0001,0.0002
Constitution,0.5171,0.1838,0.0001,0.0002
##hib,0.5665,0.2332,0.0001,0.0002
Canary,0.5643,0.231,0.0001,0.0002
Qin,0.588,0.2547,0.0001,0.0002
##nota,0.52,0.1867,0.0001,0.0002
trasy,0.5183,0.1849,0.0001,0.0002
dominant,0.4979,0.1645,0.0001,0.0002
Cop,0.5069,0.1736,0.0001,0.0002
domi,0.4969,0.1635,0.0001,0.0002
##rze,0.4949,0.1616,0.0001,0.0002
##bino,0.5009,0.1675,0.0001,0.0002
##zul,0.4659,0.1325,0.0001,0.0002
PE,0.4804,0.147,0.0001,0.0002
tank,0.4633,0.13,0.0001,0.0002
Bayern,0.4534,0.12,0.0001,0.0002
Every,0.4739,0.1406,0.0001,0.0002
hus,0.4437,0.1104,0.0001,0.0002
##stin,0.4479,0.1146,0.0001,0.0002
kur,0.4464,0.1131,0.0001,0.0002
fakt,0.4467,0.1134,0.0001,0.0002
##thy,0.4485,0.1152,0.0001,0.0002
inicia,0.4512,0.1179,0.0001,0.0002
##mans,0.4527,0.1194,0.0001,0.0002
dirigent,0.4399,0.1065,0.0001,0.0002
Naga,1.0,0.6667,0.0001,0.0002
Text,0.9507,0.6174,0.0001,0.0002
Interactive,0.9135,0.5802,0.0001,0.0002
##ptis,0.7912,0.4579,0.0001,0.0002
rada,0.7853,0.4519,0.0001,0.0002
nese,0.7024,0.369,0.0001,0.0002
1889,0.7044,0.371,0.0001,0.0002
##tha,0.7101,0.3768,0.0001,0.0002
Pam,0.6089,0.2756,0.0001,0.0002
Thriller,0.594,0.2607,0.0001,0.0002
MA,0.6021,0.2688,0.0001,0.0002
Lancaster,0.5706,0.2372,0.0001,0.0002
dro,0.572,0.2387,0.0001,0.0002
Net,0.6373,0.304,0.0001,0.0002
din,0.6026,0.2693,0.0001,0.0002
##cter,0.5548,0.2215,0.0001,0.0002
##aire,0.5635,0.2302,0.0001,0.0002
##tavu,0.5894,0.256,0.0001,0.0002
Jagger,0.5737,0.2403,0.0001,0.0002
##gou,0.5437,0.2103,0.0001,0.0002
53,0.5138,0.1804,0.0001,0.0002
Partners,0.5045,0.1712,0.0001,0.0002
##theon,0.5255,0.1921,0.0001,0.0002
Even,0.4904,0.1571,0.0001,0.0002
VH1,0.4763,0.143,0.0001,0.0002
Crown,0.4904,0.157,0.0001,0.0002
Owens,0.4694,0.136,0.0001,0.0002
Eli,0.4603,0.127,0.0001,0.0002
Martine,0.4914,0.1581,0.0001,0.0002
civil,0.4764,0.1431,0.0001,0.0002
Beaver,0.4805,0.1472,0.0001,0.0002
Dreams,0.4805,0.1472,0.0001,0.0002
er,0.49,0.1567,0.0001,0.0002
struktura,0.4875,0.1542,0.0001,0.0002
Theory,0.4394,0.1061,0.0001,0.0002
Thomson,0.4572,0.1239,0.0001,0.0002
Britt,0.429,0.0957,0.0001,0.0002
Conway,1.0,0.6667,0.0001,0.0002
Fine,0.9358,0.6025,0.0001,0.0002
Venom,0.8696,0.5363,0.0001,0.0002
Homem,0.8718,0.5385,0.0001,0.0002
##pri,0.7993,0.466,0.0001,0.0002
Rising,0.8135,0.4801,0.0001,0.0002
noto,0.7014,0.3681,0.0001,0.0002
Rule,0.617,0.2837,0.0001,0.0002
Burger,0.6617,0.3283,0.0001,0.0002
##lands,0.5946,0.2612,0.0001,0.0002
##hos,0.5857,0.2524,0.0001,0.0002
##dok,0.61,0.2766,0.0001,0.0002
Late,0.5835,0.2501,0.0001,0.0002
565,0.573,0.2397,0.0001,0.0002
37,0.5557,0.2223,0.0001,0.0002
##uid,0.5792,0.2459,0.0001,0.0002
435,0.5481,0.2147,0.0001,0.0002
en,0.5819,0.2486,0.0001,0.0002
##odia,0.5881,0.2548,0.0001,0.0002
ES,0.5029,0.1695,0.0001,0.0002
##struktur,0.5246,0.1913,0.0001,0.0002
##tions,0.5089,0.1756,0.0001,0.0002
Reserva,0.5089,0.1756,0.0001,0.0002
##pera,0.4957,0.1624,0.0001,0.0002
##qui,0.4931,0.1597,0.0001,0.0002
##ptic,0.4915,0.1581,0.0001,0.0002
Missouri,0.4802,0.1468,0.0001,0.0002
34,0.483,0.1497,0.0001,0.0002
Jardin,0.508,0.1747,0.0001,0.0002
Hat,0.4646,0.1312,0.0001,0.0002
##uben,0.469,0.1357,0.0001,0.0002
##tud,0.4386,0.1052,0.0001,0.0002
##kki,0.4699,0.1365,0.0001,0.0002
ut,0.4552,0.1218,0.0001,0.0002
his,0.4427,0.1093,0.0001,0.0002
##vice,0.4455,0.1122,0.0001,0.0002
64,0.4457,0.1124,0.0001,0.0002
##ngton,0.4329,0.0995,0.0001,0.0002
##baret,0.4482,0.1149,0.0001,0.0002
Eat,0.4701,0.1367,0.0001,0.0002
dove,0.4549,0.1215,0.0001,0.0002
far,0.4066,0.0733,0.0001,0.0002
##onna,1.0,0.6667,0.0001,0.0002
##ure,0.9528,0.6194,0.0001,0.0002
##lando,0.9268,0.5935,0.0001,0.0002
Burg,0.8804,0.547,0.0001,0.0002
##berry,0.8528,0.5195,0.0001,0.0002
52,0.8051,0.4718,0.0001,0.0002
##para,0.725,0.3917,0.0001,0.0002
But,0.7106,0.3773,0.0001,0.0002
Mons,0.7118,0.3785,0.0001,0.0002
Small,0.6948,0.3614,0.0001,0.0002
##Bride,0.663,0.3296,0.0001,0.0002
otok,0.6533,0.32,0.0001,0.0002
Face,0.5825,0.2492,0.0001,0.0002
##erg,0.5728,0.2395,0.0001,0.0002
Hellas,0.6038,0.2705,0.0001,0.0002
##mira,0.5863,0.253,0.0001,0.0002
Atlantik,0.5925,0.2592,0.0001,0.0002
Argentina,0.5914,0.2581,0.0001,0.0002
Ask,0.6066,0.2733,0.0001,0.0002
##PA,0.5427,0.2094,0.0001,0.0002
##zvu,0.5325,0.1992,0.0001,0.0002
##rain,0.5296,0.1963,0.0001,0.0002
##ciona,0.5193,0.186,0.0001,0.0002
##zny,0.4904,0.157,0.0001,0.0002
Ah,0.5086,0.1752,0.0001,0.0002
Crazy,0.4827,0.1493,0.0001,0.0002
##vnosti,0.4684,0.135,0.0001,0.0002
Goldman,0.4559,0.1225,0.0001,0.0002
##lab,0.4509,0.1175,0.0001,0.0002
Solo,0.4555,0.1222,0.0001,0.0002
##nel,0.4565,0.1232,0.0001,0.0002
Malaysia,0.4663,0.133,0.0001,0.0002
##eik,1.0,0.6667,0.0001,0.0002
Sud,1.0,0.6667,0.0001,0.0002
Curse,1.0,0.6667,0.0001,0.0002
Mari,0.9441,0.6108,0.0001,0.0002
##sady,0.9313,0.5979,0.0001,0.0002
editor,0.8468,0.5135,0.0001,0.0002
##tter,0.9102,0.5768,0.0001,0.0002
##kole,0.7863,0.453,0.0001,0.0002
portfolio,0.7237,0.3904,0.0001,0.0002
Enter,0.7013,0.3679,0.0001,0.0002
##psi,0.6994,0.3661,0.0001,0.0002
##anska,0.6475,0.3142,0.0001,0.0002
kabinet,0.6191,0.2858,0.0001,0.0002
##thal,0.6503,0.317,0.0001,0.0002
Buckley,0.6118,0.2785,0.0001,0.0002
Lonely,0.5814,0.2481,0.0001,0.0002
este,0.5893,0.256,0.0001,0.0002
Korn,0.5959,0.2625,0.0001,0.0002
##tty,0.5426,0.2093,0.0001,0.0002
Canterbury,0.5265,0.1932,0.0001,0.0002
prostor,0.5409,0.2076,0.0001,0.0002
Dana,0.5241,0.1908,0.0001,0.0002
##tona,0.5605,0.2271,0.0001,0.0002
##inske,0.5056,0.1722,0.0001,0.0002
sprint,0.4985,0.1652,0.0001,0.0002
Legacy,0.4938,0.1605,0.0001,0.0002
jede,0.5036,0.1702,0.0001,0.0002
##ken,0.5225,0.1892,0.0001,0.0002
##IF,0.4676,0.1342,0.0001,0.0002
##vel,0.4957,0.1624,0.0001,0.0002
Fields,0.4679,0.1345,0.0001,0.0002
##kop,0.4545,0.1212,0.0001,0.0002
NASCAR,1.0,0.6667,0.0001,0.0002
Sid,1.0,0.6667,0.0001,0.0002
##haa,1.0,0.6667,0.0001,0.0002
##yes,1.0,0.6667,0.0001,0.0002
Robbie,0.9478,0.6145,0.0001,0.0002
Midwest,0.8007,0.4673,0.0001,0.0002
##mant,0.7411,0.4077,0.0001,0.0002
##cliffe,0.7488,0.4155,0.0001,0.0002
##orii,0.7256,0.3923,0.0001,0.0002
##cco,0.7436,0.4102,0.0001,0.0002
AT,0.6829,0.3496,0.0001,0.0002
##nte,0.7274,0.3941,0.0001,0.0002
nich,0.6187,0.2853,0.0001,0.0002
Erin,0.6002,0.2669,0.0001,0.0002
sign,0.5812,0.2479,0.0001,0.0002
##rib,0.6068,0.2735,0.0001,0.0002
Friday,0.6092,0.2759,0.0001,0.0002
Praha,0.6173,0.284,0.0001,0.0002
Bureau,0.6349,0.3016,0.0001,0.0002
1600,0.6197,0.2863,0.0001,0.0002
##rant,0.5325,0.1992,0.0001,0.0002
##owe,0.5556,0.2222,0.0001,0.0002
3000,0.5548,0.2214,0.0001,0.0002
##later,0.5192,0.1858,0.0001,0.0002
gas,0.4813,0.1479,0.0001,0.0002
##aun,0.5024,0.169,0.0001,0.0002
##ao,0.4991,0.1658,0.0001,0.0002
met,0.5234,0.1901,0.0001,0.0002
Wiki,0.4696,0.1363,0.0001,0.0002
180,0.4831,0.1498,0.0001,0.0002
##0,0.4891,0.1558,0.0001,0.0002
##ffer,0.4839,0.1506,0.0001,0.0002
1849,0.4986,0.1652,0.0001,0.0002
Lin,0.4594,0.1261,0.0001,0.0002
##lach,0.4654,0.132,0.0001,0.0002
cesty,0.4506,0.1173,0.0001,0.0002
Glasgow,0.4854,0.1521,0.0001,0.0002
Greg,0.4682,0.1349,0.0001,0.0002
##bl,0.5101,0.1767,0.0001,0.0002
48,0.4511,0.1177,0.0001,0.0002
Rainbow,0.4786,0.1452,0.0001,0.0002
##̀,1.0,0.6667,0.0001,0.0002
Rebellion,1.0,0.6667,0.0001,0.0002
##itis,0.9288,0.5954,0.0001,0.0002
##jak,0.75,0.4167,0.0001,0.0002
1908,0.7655,0.4321,0.0001,0.0002
Practical,0.7637,0.4304,0.0001,0.0002
Turbo,0.7023,0.369,0.0001,0.0002
LA,0.6654,0.332,0.0001,0.0002
Jako,0.5921,0.2588,0.0001,0.0002
Princess,0.6144,0.281,0.0001,0.0002
labour,0.5706,0.2372,0.0001,0.0002
##nks,0.6125,0.2792,0.0001,0.0002
##ida,0.631,0.2976,0.0001,0.0002
jezero,0.5728,0.2394,0.0001,0.0002
stroje,0.5598,0.2264,0.0001,0.0002
Original,0.555,0.2217,0.0001,0.0002
gener,0.5211,0.1877,0.0001,0.0002
##jsku,0.6394,0.306,0.0001,0.0002
Football,0.5404,0.2071,0.0001,0.0002
How,0.5071,0.1738,0.0001,0.0002
1850,0.5129,0.1795,0.0001,0.0002
Compton,0.5083,0.1749,0.0001,0.0002
Wolverine,0.5362,0.2029,0.0001,0.0002
Fat,0.5252,0.1918,0.0001,0.0002
##pino,0.5052,0.1718,0.0001,0.0002
Honey,0.483,0.1497,0.0001,0.0002
TNA,0.483,0.1497,0.0001,0.0002
550,0.4861,0.1527,0.0001,0.0002
stabil,0.5125,0.1792,0.0001,0.0002
Golf,0.4518,0.1185,0.0001,0.0002
##sci,0.5103,0.1769,0.0001,0.0002
##ari,0.4748,0.1414,0.0001,0.0002
#,0.4468,0.1135,0.0001,0.0002
Antony,0.4479,0.1146,0.0001,0.0002
blue,0.4576,0.1243,0.0001,0.0002
Trade,0.4452,0.1119,0.0001,0.0002
##linger,1.0,0.6667,0.0001,0.0002
##hoe,1.0,0.6667,0.0001,0.0002
Edmund,1.0,0.6667,0.0001,0.0002
##tad,1.0,0.6667,0.0001,0.0002
##pik,0.9005,0.5671,0.0001,0.0002
##lp,0.8338,0.5004,0.0001,0.0002
elektronik,0.8388,0.5054,0.0001,0.0002
##bare,0.7063,0.373,0.0001,0.0002
Works,0.729,0.3957,0.0001,0.0002
##atu,0.6036,0.2702,0.0001,0.0002
Stare,0.6181,0.2848,0.0001,0.0002
1875,0.6181,0.2848,0.0001,0.0002
all,0.6181,0.2848,0.0001,0.0002
##girl,0.6344,0.301,0.0001,0.0002
##chers,0.6286,0.2952,0.0001,0.0002
Switch,0.5718,0.2385,0.0001,0.0002
##bina,0.5646,0.2313,0.0001,0.0002
Chen,0.5414,0.2081,0.0001,0.0002
UP,0.5364,0.2031,0.0001,0.0002
##ulu,0.5617,0.2283,0.0001,0.0002
Iowa,0.5286,0.1952,0.0001,0.0002
Thousand,0.5231,0.1898,0.0001,0.0002
Suns,0.5231,0.1898,0.0001,0.0002
Plays,0.5127,0.1794,0.0001,0.0002
##tation,0.5127,0.1794,0.0001,0.0002
remix,0.5781,0.2448,0.0001,0.0002
limit,0.5261,0.1927,0.0001,0.0002
virus,0.4971,0.1638,0.0001,0.0002
Ono,0.5152,0.1818,0.0001,0.0002
idi,0.5219,0.1886,0.0001,0.0002
##riti,0.4829,0.1495,0.0001,0.0002
Civil,0.4717,0.1384,0.0001,0.0002
gay,0.4932,0.1599,0.0001,0.0002
##ther,0.4868,0.1535,0.0001,0.0002
History,0.4704,0.137,0.0001,0.0002
fondu,0.4741,0.1408,0.0001,0.0002
Slovensku,0.4394,0.1061,0.0001,0.0002
Broken,0.4579,0.1245,0.0001,0.0002
Masa,0.5257,0.1924,0.0001,0.0002
Hopkins,0.4511,0.1178,0.0001,0.0002
##oca,0.5082,0.1749,0.0001,0.0002
Again,0.4298,0.0964,0.0001,0.0002
XII,1.0,0.6667,0.0001,0.0002
Casey,1.0,0.6667,0.0001,0.0002
kostela,0.9254,0.5921,0.0001,0.0002
Bomb,0.8487,0.5154,0.0001,0.0002
Ele,0.7925,0.4592,0.0001,0.0002
Michele,0.8876,0.5542,0.0001,0.0002
Sala,0.6752,0.3418,0.0001,0.0002
##nard,0.6632,0.3299,0.0001,0.0002
Oko,0.6857,0.3524,0.0001,0.0002
Money,0.6661,0.3328,0.0001,0.0002
piloto,0.6252,0.2919,0.0001,0.0002
2019,0.6316,0.2983,0.0001,0.0002
##lice,0.5984,0.265,0.0001,0.0002
cha,0.6246,0.2913,0.0001,0.0002
##vost,0.5763,0.243,0.0001,0.0002
Akt,0.5412,0.2079,0.0001,0.0002
Amar,0.5477,0.2144,0.0001,0.0002
environment,0.5511,0.2177,0.0001,0.0002
LP,0.5617,0.2283,0.0001,0.0002
funk,0.5271,0.1938,0.0001,0.0002
Mon,0.5321,0.1988,0.0001,0.0002
Behind,0.502,0.1687,0.0001,0.0002
##byl,0.5363,0.2029,0.0001,0.0002
Sports,0.5113,0.178,0.0001,0.0002
##osi,0.484,0.1506,0.0001,0.0002
Gilmour,0.5141,0.1808,0.0001,0.0002
##lance,0.4848,0.1515,0.0001,0.0002
zom,0.4797,0.1463,0.0001,0.0002
Daniele,0.4744,0.1411,0.0001,0.0002
Airport,0.4604,0.127,0.0001,0.0002
##ely,0.4935,0.1602,0.0001,0.0002
##vede,0.4608,0.1275,0.0001,0.0002
##vodu,0.4437,0.1103,0.0001,0.0002
Labour,0.4411,0.1078,0.0001,0.0002
Evolution,0.4488,0.1155,0.0001,0.0002
Muse,1.0,0.6667,0.0001,0.0002
G1,1.0,0.6667,0.0001,0.0002
Bala,1.0,0.6667,0.0001,0.0002
##gine,1.0,0.6667,0.0001,0.0002
##nia,0.8949,0.5615,0.0001,0.0002
otra,0.7982,0.4649,0.0001,0.0002
Prima,0.7746,0.4413,0.0001,0.0002
Tol,0.771,0.4377,0.0001,0.0002
taxi,0.7729,0.4395,0.0001,0.0002
Jaime,0.8082,0.4749,0.0001,0.0002
##ZA,0.6955,0.3622,0.0001,0.0002
r,0.6802,0.3469,0.0001,0.0002
Angels,0.663,0.3297,0.0001,0.0002
Pet,0.7344,0.401,0.0001,0.0002
antar,0.6386,0.3052,0.0001,0.0002
Jets,0.6064,0.2731,0.0001,0.0002
##uali,0.6312,0.2979,0.0001,0.0002
tuto,0.5606,0.2273,0.0001,0.0002
##onym,0.5582,0.2249,0.0001,0.0002
Society,0.5292,0.1958,0.0001,0.0002
##olici,0.5695,0.2362,0.0001,0.0002
Baltimore,0.5029,0.1695,0.0001,0.0002
Din,0.5003,0.1669,0.0001,0.0002
##hers,0.517,0.1837,0.0001,0.0002
rating,0.5154,0.182,0.0001,0.0002
duet,0.477,0.1437,0.0001,0.0002
##nero,0.5009,0.1675,0.0001,0.0002
licence,0.4667,0.1333,0.0001,0.0002
dieta,0.5184,0.1851,0.0001,0.0002
##ness,0.4977,0.1643,0.0001,0.0002
1809,0.4789,0.1456,0.0001,0.0002
##bre,0.4841,0.1508,0.0001,0.0002
##yla,0.4839,0.1506,0.0001,0.0002
##iono,0.481,0.1477,0.0001,0.0002
##bos,0.4926,0.1593,0.0001,0.0002
##pita,0.4915,0.1582,0.0001,0.0002
1878,0.44,0.1067,0.0001,0.0002
Burns,1.0,0.6667,0.0001,0.0002
Tunnel,1.0,0.6667,0.0001,0.0002
Annette,1.0,0.6667,0.0001,0.0002
##ians,0.9375,0.6042,0.0001,0.0002
Until,1.0,0.6667,0.0001,0.0002
AIDS,0.9288,0.5954,0.0001,0.0002
rasi,0.9288,0.5954,0.0001,0.0002
Johan,0.8389,0.5056,0.0001,0.0002
pianista,0.8321,0.4988,0.0001,0.0002
##osto,0.7976,0.4643,0.0001,0.0002
NR,0.7982,0.4648,0.0001,0.0002
##ung,0.8101,0.4768,0.0001,0.0002
##ids,0.7547,0.4213,0.0001,0.0002
##udu,0.7014,0.3681,0.0001,0.0002
Friedrich,0.6793,0.346,0.0001,0.0002
gent,0.6521,0.3188,0.0001,0.0002
Brody,0.6228,0.2895,0.0001,0.0002
same,0.6263,0.293,0.0001,0.0002
Eleanor,0.5706,0.2373,0.0001,0.0002
##bers,0.6687,0.3354,0.0001,0.0002
Oil,0.5474,0.2141,0.0001,0.0002
##ED,0.5463,0.213,0.0001,0.0002
test,0.5214,0.1881,0.0001,0.0002
Bailey,0.5644,0.2311,0.0001,0.0002
##asy,0.5292,0.1958,0.0001,0.0002
Community,0.5525,0.2192,0.0001,0.0002
bare,0.5429,0.2095,0.0001,0.0002
##pisy,0.5116,0.1783,0.0001,0.0002
boy,0.4957,0.1624,0.0001,0.0002
